school,roomName,seatName,devSn
大学城校区,203书库,203-048,101267679
大学城校区,203书库,203-041,101267234
大学城校区,203书库,203-042,101267235
大学城校区,203书库,203-043,101267236
大学城校区,203书库,203-044,101267237
大学城校区,203书库,203-045,101267676
大学城校区,203书库,203-046,101267677
大学城校区,203书库,203-047,101267678
大学城校区,203书库,203-008,100586866
大学城校区,203书库,203-016,100586874
大学城校区,203书库,203-024,100586882
大学城校区,203书库,203-032,100586890
大学城校区,203书库,203-040,100586898
大学城校区,203书库,203-001,100586859
大学城校区,203书库,203-009,100586867
大学城校区,203书库,203-017,100586875
大学城校区,203书库,203-025,100586883
大学城校区,203书库,203-033,100586891
大学城校区,203书库,203-002,100586860
大学城校区,203书库,203-010,100586868
大学城校区,203书库,203-018,100586876
大学城校区,203书库,203-026,100586884
大学城校区,203书库,203-034,100586892
大学城校区,203书库,203-003,100586861
大学城校区,203书库,203-011,100586869
大学城校区,203书库,203-019,100586877
大学城校区,203书库,203-027,100586885
大学城校区,203书库,203-035,100586893
大学城校区,203书库,203-004,100586862
大学城校区,203书库,203-012,100586870
大学城校区,203书库,203-020,100586878
大学城校区,203书库,203-028,100586886
大学城校区,203书库,203-036,100586894
大学城校区,203书库,203-005,100586863
大学城校区,203书库,203-013,100586871
大学城校区,203书库,203-021,100586879
大学城校区,203书库,203-029,100586887
大学城校区,203书库,203-037,100586895
大学城校区,203书库,203-006,100586864
大学城校区,203书库,203-014,100586872
大学城校区,203书库,203-022,100586880
大学城校区,203书库,203-030,100586888
大学城校区,203书库,203-038,100586896
大学城校区,203书库,203-007,100586865
大学城校区,203书库,203-015,100586873
大学城校区,203书库,203-023,100586881
大学城校区,203书库,203-031,100586889
大学城校区,203书库,203-039,100586897
